tau,p
0.40954228599773213,5.4853378455942112e-56
0.032619871274695768,0.20925640101976151
0.021638859209922527,0.40488492728205594
-0.0076966012490032269,0.76703181852257307
-0.029994980703056277,0.24826459993425865
0.0062918231290052086,0.80863563186703358
0.05347390139410297,0.039558308807482262
-0.045493706440123613,0.079919067438071326
-0.077210034980360567,0.0029587708096695869
-0.022819400446916167,0.37974272386363184
0.023076613342127069,0.37439491920625867
