tau,p
0.1750222248692351,6.4269526411422671e-07
-0.011826847233175862,0.73658784768115448
-0.029869401718292391,0.39558322550828384
0.044511265305690627,0.20552206924371819
-0.063045030698255358,0.072955942512397398
0.026997707182441384,0.44257037133186772
-0.085489590623196124,0.015037815238547256
-0.034120265340440263,0.33182848185841352
0.052616245278585903,0.13452494508836796
0.035971752606975785,0.30626205055786038
-0.019535079934670671,0.57847723696637388
