scorepam_fid,covcount,pointcount,scoreswin,hwlenkm,scores,venuecnt,userdayspa,dayspafina,sum_length,days_pa_km
492,0,0,0,0.047595,0,0,1.650659,1.650659,0.047595,34.6812
493,0,0,0,0.864825,0,0,0,0,0,0
494,0,0,0,5.513252,0,0,0,0,0,0
495,0,0,0,2.047053,0,0,0,0,0,0
496,0,0,0,0.592028,0,0,0,0,0,0
497,0,0,0,1.157443,0,0,0.042223,0.042223,1.157443,0.03648
498,0,0,0,1.110834,0,0,0.206802,0.206802,1.110834,0.186168
499,0,0,0,1.360672,0,0,0,0,0,0
500,0,0,0,1.58596,0,0,0,0,0,0
501,0,0,0,0.545191,0,0,1.465776,1.465776,0.545191,2.688555
502,0,0,0,0.884385,0,0,0,0,0,0
503,0,0,0,3.643931,0,0,0,0,0,0
504,0,0,0,0.432147,0,0,0,0,0,0
505,0,0,0,1.853984,0,0,0,0,0,0
506,0,0,0,1.466812,0,0,2.486004,2.486004,1.466812,1.694835
507,0,0,0,1.041379,0,0,0,0,0,0
508,0,0,0,1.07209,0,0,0.132779,0.132779,1.07209,0.123851
509,0,0,0,0.381496,0,0,0.21617,0.21617,0.381496,0.566638
510,0,0,0,1.150657,0,0,0,0,0,0
511,0,0,0,1.114871,0,0,18.586619,18.586619,1.114871,16.671546
512,0,0,0,1.057903,0,0,15.475191,15.475191,1.057903,14.62818
513,0,0,0,0.943319,0,0,0.104441,0.104441,0.943319,0.110716
514,0,0,0,1.655553,0,0,0,0,0,0
515,0,0,0,2.502386,0,0,0,0,0,0
516,0,0,0,2.215249,0,0,0,0,0,0
517,0,0,0,3.06714,0,0,0,0,0,0
518,0,0,0,0.836117,0,0,0,0,0,0
519,0,0,0,0.364084,0,0,0,0,0,0
520,0,0,0,1.360911,0,0,0,0,0,0
521,0,0,0,0.584482,0,0,0,0,0,0
522,0,0,0,0.178215,0,0,0,0,0,0
523,0,0,0,0.297842,0,0,0,0,0,0
524,0,0,0,1.096172,0,0,0,0,0,0
525,0,0,0,1.195112,0,0,0,0,0,0
526,0,0,0,0.976689,0,0,0,0,0,0
527,0,0,0,0.820126,0,0,0,0,0,0
528,0,0,0,1.456111,0,0,0,0,0,0
529,0,0,0,0.117506,0,0,0,0,0,0
530,0,0,0,0.124626,0,0,4.966285,4.966285,0.124626,39.849487
531,0,0,0,1.096417,0,0,0,0,0,0
532,0,0,0,0.358994,0,0,0.062355,0.062355,0.358994,0.173694
533,0,0,0,1.102491,0,0,0,0,0,0
534,0,0,0,0.581748,0,0,0,0,0,0
535,0,0,0,0.432957,0,0,0,0,0,0
536,0,0,0,1.653843,0,0,23.617085,23.617085,1.653843,14.280125
537,0,0,0,1.071671,0,0,3.09192,3.09192,1.071671,2.885139
538,0,0,0,2.621779,0,0,0,0,0,0
539,0,0,0,1.189286,0,0,0,0,0,0
540,0,0,0,0.752417,0,0,0,0,0,0
541,0,0,0,2.636075,0,0,0,0,0,0
542,0,0,0,13.519788,0,0,0,0,0,0
543,0,0,0,16.349986,0,0,0,0,0,0
544,0,0,0,11.736374,0,0,0,0,0,0
545,0,0,0,1.038717,0,0,0.265287,0.265287,1.038717,0.255399
546,0,0,0,0.684162,0,0,0,0,0,0
547,0,0,0,0.445732,0,1,1.214423,1.214423,0.445732,2.724557
548,0,0,0,1.281202,0,0,0.933537,0.933537,1.281202,0.728641
549,0,0,0,1.078819,0,0,0,0,0,0
550,0,0,0,0.437169,0,0,0,0,0,0
551,0,0,0,4.993244,0,0,0,0,0,0
552,0,0,0,4.759717,0,0,0,0,0,0
553,0,0,0,1.146713,0,0,3.685448,3.685448,1.146713,3.213923
554,0,0,0,0.333261,0,1,2.169122,2.169122,0.333262,6.508769
555,0,0,0,0.333179,0,0,0.189336,0.189336,0.333179,0.568271
556,0,0,0,1.022643,0,0,0.108555,0.108555,1.022643,0.106151
557,0,0,0,1.005807,0,0,0.09836,0.09836,1.005807,0.097792
558,0,0,0,0.751714,0,0,0.083071,0.083071,0.751714,0.110509
559,0,0,0,0.666771,0,0,0.250399,0.250399,0.666771,0.37554
560,0,0,0,2.46834,0,0,4.046951,4.046951,2.46834,1.639544
561,0,0,0,3.502378,0,0,2.93435,2.93435,3.502378,0.837817
562,0,0,0,1.505044,0,0,0.083996,0.083996,1.505044,0.05581
563,0,0,0,5.509717,0,0,1.653978,1.653978,5.509717,0.300193
564,0,0,0,0.424539,0,0,0.599418,0.599418,0.424539,1.411926
565,0,0,0,1.88249,0,0,5.696412,5.696412,1.88249,3.025999
566,0,0,0,1.030396,0,0,1.597209,1.597209,1.030396,1.550093
567,0,0,0,1.1752,0,0,0.781835,0.781835,1.1752,0.665278
568,0,0,0,1.034467,0,0,0.17129,0.17129,1.034467,0.165583
569,0,0,0,1.070873,0,0,0.129377,0.129377,1.070873,0.120815
570,0,0,0,1.369806,0,0,0.095969,0.095969,1.369806,0.07006
571,0,0,0,1.017425,0,0,0.117069,0.117069,1.017425,0.115064
572,0,0,0,1.021201,0,0,0.079354,0.079354,1.021201,0.077707
573,0,0,0,1.024376,0,0,0.03582,0.03582,1.024376,0.034968
574,0,0,0,0.68956,0,0,0.003133,0.003133,0.68956,0.004543
575,0,0,0,0.414679,0,0,0.002766,0.002766,0.414679,0.00667
576,0,0,0,1.09443,0,0,0.06263,0.120057,1.09443,0.109698
577,0,0,0,0.469905,0,0,0.426546,0.428328,0.469905,0.91152
578,0,0,0,1.218404,0,0,4.77444,4.77444,1.218404,3.918603
579,0,0,0,0.876724,0,0,0,0,0,0
580,0,0,0,1.204814,0,0,0,0,0,0
581,0,0,0,0.252416,0,0,0,0,0,0
582,0,0,0,1.610233,0,0,2.268021,2.268021,1.610233,1.408505
583,0,0,0,1.797651,0,0,0,0,0,0
584,0,0,0,1.074282,0,0,0,0,0,0
585,0,0,0,0.782908,0,0,0,0,0,0
586,0,0,0,2.161737,0,0,0,0,0,0
587,0,0,0,0.120023,0,0,1.439885,1.439885,0.120023,11.996779
588,0,0,0,1.031679,0,0,0.484182,0.484182,1.031679,0.469315
589,0,0,0,1.039591,0,0,13.685316,13.685316,1.039591,13.164139
590,0,0,0,2.703007,0,0,0.006021,0.006021,2.703007,0.002228
591,0,0,0,4.791683,0,0,0.743364,0.743364,4.791683,0.155136
592,0,0,0,1.263632,0,0,0.077408,0.077408,1.263632,0.061258
593,0,0,0,1.331127,0,0,0,0,0,0
594,0,0,0,0.19759,0,0,0.334683,0.334683,0.19759,1.693828
595,0,0,0,0.222977,0,3,0,0,0,0
596,0,0,0,1.779376,0,0,0,0,0,0
597,0,0,0,0.717181,0,0,0,0,0,0
598,0,0,0,2.310269,0,0,0.134063,0.134063,2.310269,0.058029
599,0,0,0,0.502204,0,0,0,0,0,0
600,0,0,0,0.021718,0,0,0,0,0,0
601,0,0,0,1.483993,0,0,0.194952,0.194952,1.483993,0.13137
602,0,0,0,0,0,0,0,0,0,0
603,0,0,0,0.88659,0,0,0,0,0,0
604,0,0,0,0.949538,0,0,0,0,0,0
605,0,0,0,2.456912,0,0,0,0,0,0
606,0,0,0,1.726859,0,0,1.507315,1.507315,1.726859,0.872865
607,0,0,0,0.184481,0,0,0,0,0,0
608,0,0,0,0.692206,0,0,0.138364,0.138364,0.692206,0.199888
609,0,0,0,1.298589,0,0,0,0,0,0
610,0,0,0,0.205734,0,0,0.110868,0.110868,0.205734,0.53889
611,0,0,0,1.045901,0,0,0.032373,0.032373,1.045901,0.030952
612,0,0,0,1.02338,0,0,0,0,0,0
613,0,0,0,0.133162,0,0,0,0,0,0
614,0,0,0,1.69092,0,0,0,0,0,0
615,0,0,0,1.155017,0,0,0,0,0,0
616,0,0,0,1.2737,0,0,0,0,0,0
617,0,0,0,1.717134,0,0,0,0,0,0
618,0,0,0,2.659835,0,0,0,0,0,0
619,0,0,0,0.449478,0,0,13.249591,13.249591,0.449478,29.477747
620,0,0,0,1.517943,0,0,0,0,0,0
621,0,0,0,2.971202,0,0,0,0,0,0
622,0,0,0,1.911586,0,0,0,0,0,0
623,0,0,0,2.341193,0,0,0,0,0,0
624,0,0,0,2.95676,0,0,0,0,0,0
625,0,0,0,1.724632,0,0,0,0,0,0
626,0,0,0,1.596756,0,1,0,0,0,0
627,0,0,0,4.646595,0,0,0,0,0,0
628,0,0,0,0.235823,0,0,0,0,0,0
629,0,0,0,2.150323,0,0,0,0,0,0
630,0,0,0,2.974816,0,0,0,0,0,0
631,0,0,0,1.843974,0,0,0,0,0,0
632,0,0,0,0.750709,0,0,0.658228,0.658228,1.155649,0.569574
633,0,0,0,0.40494,0,1,0.053868,0.053868,0.40494,0.133027
634,0,0,0,0.968794,0,0,0,0,0,0
635,0,0,0,0.852157,0,0,0,0,0,0
636,0,0,0,2.225094,0,0,0,0,0,0
637,0,0,0,2.069676,0,0,0,0,0,0
638,0,0,0,0.140804,0,0,0,0,0,0
639,0,0,0,1.252023,0,0,0,0,0,0
640,0,0,0,0.14252,0,0,0,0,0,0
641,0,0,0,0.331859,0,0,0,0,0,0
642,0,0,0,1.81804,0,0,0,0,0,0
643,0,0,0,0.108969,0,0,0,0,0,0
644,0,0,0,0.563854,0,0,0,0,0,0
645,0,0,0,1.057746,0,0,0.596001,0.596001,1.057746,0.563463
646,0,0,0,0.369923,0,1,0.685198,0.685198,0.369923,1.852272
647,0,0,0,0.14199,0,0,0,0,0,0
648,0,0,0,0.344162,0,0,0,0,0,0
649,0,0,0,0.572234,0,0,0,0,0,0
650,0,0,0,0.445916,0,0,0,0,0,0
651,0,0,0,1.514085,0,0,0,0,0,0
652,0,0,0,1.020649,0,0,0,0,0,0
653,0,0,0,1.954098,0,0,3.03871,3.03871,1.954098,1.555045
654,0,0,0,0.1851,0,0,0,0,0,0
655,0,0,0,1.897078,0,0,0,0,0,0
656,0,0,0,0.549061,0,0,0,0,0,0
657,0,0,0,0.177697,0,0,0,0,0,0
658,0,0,0,0.074365,0,0,0,0,0,0
659,0,0,0,0.21532,0,0,0,0,0,0
660,0,0,0,1.067505,0,0,0,0,0,0
661,0,0,0,0.043522,0,0,0.00089,0.00089,0.043522,0.020449
662,0,0,0,1.222096,0,0,0,0,0,0
663,0,0,0,0.200809,0,0,0,0,0,0
664,0,0,0,1.128281,0,0,1.770254,1.770254,1.128281,1.568983
665,0,0,0,1.117525,0,0,0,0,0,0
666,0,0,0,1.302179,0,0,0,0,0,0
667,0,0,0,1.518643,0,0,0,0,0,0
668,0,0,0,0.697982,0,0,0,0,0,0
669,0,0,0,0.2436,0,0,0,0,0,0
670,0,0,0,0.167828,0,0,0,0,0,0
671,0,0,0,0.694412,0,0,0,0,0,0
672,0,0,0,1.492073,0,0,0,0,0,0
673,0,0,0,0.565991,0,0,0,0,0,0
674,0,0,0,1.761185,0,0,0,0,0,0
675,0,0,0,1.318495,0,0,0,0,0,0
676,0,0,0,0.652437,0,0,0,0,0,0
677,0,0,0,0.419464,0,1,1.972069,1.972069,0.419464,4.701401
678,11,4,0.060371,2.070536,0.060371,3,3.876712,3.876712,2.070536,1.872323
679,11,4,0.080115,1.560266,0.080115,2,0,0,0,0
680,11,1,0.001544,1.264658,0.001544,1,0.625,0.625,1.264658,0.494205
681,11,1,0.000998,1.957433,0.000998,2,3.55316,3.55316,1.957433,1.815214
682,11,1,0.000956,2.04221,0.000956,0,1.869803,1.869803,2.04221,0.915578
683,11,3,0.039926,0.782695,0.039926,3,4.182077,4.182077,0.782695,5.343174
684,11,2,0.005158,1.514637,0.005158,2,1.980547,1.980547,1.514637,1.307605
685,12,4,0.044356,1.409053,0.044356,4,9.619382,9.619382,1.409053,6.82684
686,12,1,0.000483,2.022688,0.000483,1,12.520253,12.520253,2.022688,6.18991
687,12,3,0.010268,1.52167,0.010268,2,12.569094,12.569094,1.52167,8.260064
688,12,5,0.105617,2.367046,0.105617,2,2.249517,3.179553,2.367046,1.343258
689,12,2,0.003672,1.063805,0.003672,0,1.934932,1.934932,1.063805,1.818878
690,12,1,0.000623,1.567173,0.000623,1,0,0,0,0
691,12,4,0.037082,1.685441,0.037082,1,0,0,0,0
692,12,1,0.000583,1.674623,0.000583,1,0.940052,0.940052,1.674623,0.561352
693,11,3,0.025821,1.21024,0.025821,1,0,0,0,0
694,12,1,0.001778,0.54918,0.001778,1,4.320205,4.320205,0.54918,7.866652
695,12,1,0.000672,1.453308,0.000672,3,0,0,0,0
696,12,3,0.007697,2.030062,0.007697,2,29.635137,29.635137,2.030062,14.598142
697,12,1,0.000621,1.573607,0.000621,1,2.688112,3.272365,1.573607,2.079532
698,12,3,0.008433,1.852853,0.008433,2,4.320205,4.320205,1.852853,2.331651
699,12,1,0.000802,1.217648,0.000802,1,4.31962,4.31962,1.217648,3.547512
700,12,1,0.00086,1.134907,0.00086,1,0,0,0,0
701,12,1,0.001089,0.897042,0.001089,1,0,0,0,0
702,12,4,0.028569,2.187721,0.028569,4,0.998803,0.998803,2.187721,0.45655
703,12,1,0.005153,0.189501,0.005153,0,0.250244,0.250244,0.189501,1.320541
704,12,2,0.012838,0.30427,0.012838,1,0,0,0,0
705,12,2,0.00265,1.473862,0.00265,3,0,0,0,0
706,12,1,0.001414,0.690881,0.001414,0,0,0,0,0
707,12,1,0.001064,0.917437,0.001064,1,0,0,0,0
708,12,2,0.001806,2.162552,0.001806,1,0,0,0,0
709,12,4,0.031495,1.984422,0.031495,2,0.899311,0.936634,1.984422,0.471993
710,12,1,0.000608,1.605394,0.000608,1,0.006568,0.006568,1.605394,0.004091
711,12,1,0.000854,1.143865,0.000854,1,0,0,0,0
712,12,1,0.001353,0.721892,0.001353,1,1.938054,1.938054,0.721892,2.684686
713,12,4,0.053006,1.179114,0.053006,2,0.009291,0.988608,1.179114,0.838433
837,0,0,0,1.63769,0,0,0,0,0,0
838,0,0,0,1.028026,0,0,0,0,0,0
839,0,0,0,1.198316,0,0,0,0,0,0
840,0,0,0,0.032847,0,0,0,0,0,0
841,0,0,0,1.199522,0,0,0,0,0,0
842,0,0,0,1.660332,0,0,0,0,0,0
843,0,0,0,0.341631,0,0,0,0,0,0
844,0,0,0,1.801527,0,0,0,0,0,0
845,0,0,0,1.209749,0,0,0,0,0,0
846,0,0,0,0.966087,0,0,0,0,0,0
847,0,0,0,0.659192,0,0,3.334463,3.334463,0.659192,5.058407
848,0,0,0,0.869451,0,0,0,0,0,0
849,0,0,0,1.961756,0,0,0,0,0,0
850,0,0,0,0.673312,0,0,0,0,0,0
851,0,0,0,0.881397,0,0,5.292425,5.292425,0.881397,6.004587
852,0,0,0,0.393583,0,0,0,0,0,0
853,0,0,0,1.63882,0,0,0,0,0,0
854,0,0,0,1.767754,0,0,0,0,0,0
855,0,0,0,0.04156,0,0,0,0,0,0
856,0,0,0,2.419915,0,0,0,0,0,0
857,0,0,0,0.613774,0,0,0,0,0,0
858,0,0,0,0.766398,0,0,0,0,0,0
859,0,0,0,0.27216,0,2,0,0,0,0
860,0,0,0,1.308124,0,0,0.65225,0.65225,1.308124,0.498615
861,0,0,0,2.631827,0,0,0,0,0,0
862,0,0,0,0.660125,0,0,0,0,0,0
863,0,0,0,0.841547,0,0,0,0,0,0
864,0,0,0,1.406907,0,0,0,0,0,0
865,0,0,0,1.837228,0,0,0,0,0,0
866,0,0,0,1.539331,0,0,0,0,0,0
867,0,0,0,2.210732,0,0,0,0,0,0
868,0,0,0,0.521917,0,0,0,0,0,0
869,0,0,0,0.343325,0,0,0,0,0,0
870,0,0,0,0.609413,0,0,0,0,0,0
871,0,0,0,0.573278,0,0,0.020484,0.020484,0.573278,0.035731
872,0,0,0,0.091438,0,0,0,0,0,0
873,0,0,0,1.736245,0,0,0,0,0,0
874,0,0,0,0.041692,0,0,0,0,0,0
875,0,0,0,0.052879,0,0,0,0,0,0
876,0,0,0,1.208166,0,0,0,0,0,0
877,0,0,0,1.035631,0,0,0,0,0,0
878,0,0,0,1.098345,0,0,0,0,0,0
879,0,0,0,0.189912,0,0,0,0,0,0
880,0,0,0,1.719909,0,0,0,0,0,0
881,0,0,0,0.053918,0,0,0,0,0,0
882,0,0,0,0.197432,0,0,0,0,0,0
883,0,0,0,0.203065,0,0,0,0,0,0
884,0,0,0,1.210416,0,0,0,0,0,0
885,0,0,0,2.53455,0,0,0,0,0,0
886,0,0,0,0.516745,0,0,0,0,0,0
887,0,0,0,0.156056,0,0,0,0,0,0
888,0,0,0,0.595431,0,0,0,0,0,0
889,0,0,0,1.182495,0,0,0,0,0,0
890,0,0,0,0.677465,0,0,0,0,0,0
891,0,0,0,1.262352,0,0,0,0,0,0
892,0,0,0,0.019944,0,0,0,0,0,0
893,0,0,0,0.422838,0,0,0,0,0,0
894,0,0,0,0.763311,0,0,0,0,0,0
895,0,0,0,0.678871,0,0,0,0,0,0
1553,0,0,0,1.111124,0,0,0,0,0,0
1554,0,0,0,7.187732,0,0,0,0,0,0
1555,0,0,0,1.877319,0,0,0,0,0,0
